year	county	totalpop	totalto	turnout	totalvr	votecenter	cumulative	election	constitutional	midterm	presidential	median_inc	bachelor_higher	Election	County	medianinc_rec	totalpop_rec
2009	"Garza"	6368	227	0.0769231	2951	0	0	"Constitutional"	1	0	0	31200	0.086	1	85	3.12	0.006368
2013	"Freestone"	20078	805	0.0716702	11232	0	0	"Constitutional"	1	0	0	44502	0.117	1	81	4.4502	0.020078
2018	"Pecos"	15582	3520	0.42806762	8223	0	0	"Midterm/Gubernatorial"	0	1	0	46833	0.1	2	186	4.6833	0.015582
2018	"Henderson"	83398	26511	0.51209193	51770	0	0	"Midterm/Gubernatorial"	0	1	0	47363	0.19	2	107	4.7363	0.083398
2009	"Hood"	50841	3742	0.1127108	33200	0	0	"Constitutional"	1	0	0	52870	0.228	1	111	5.287	0.050841
2014	"Fisher"	3891	1245	0.4489722	2773	0	0	"Midterm/Gubernatorial"	0	1	0	42850	0.141	2	76	4.285	0.003891
2009	"San Jacinto"	26086	1562	0.1049308	14886	0	0	"Constitutional"	1	0	0	42043	0.095	1	204	4.2043	0.026086
2016	"Burnet"	46447	19517	0.6598262	29579	0	0	"Presidential"	0	0	1	54259	0.23	3	27	5.4259	0.046447
2010	"Terry"	12651	2600	0.3538378	7348	0	0	"Midterm/Gubernatorial"	0	1	0	39498	0.143	2	223	3.9498	0.012651
2017	"Marion"	10032	245	0.0339147	7224	0	0	"Constitutional"	1	0	0	41820	0.141	1	155	4.182	0.010032
2011	"Parmer"	10338	460	0.1042847	4411	0	0	"Constitutional"	1	0	0	40926	0.143	1	185	4.0926	0.010338
2018	"Hansford"	5493	1710	0.5636124	3034	0	0	"Midterm/Gubernatorial"	0	1	0	40286	0.11	2	98	4.0286	0.005493
2016	"Dallam"	7193	1558	0.4944462	3151	0	0	"Presidential"	0	0	1	43897	0.118	3	56	4.3897	0.007193
2012	"Walker"	68827	18804	0.6451215	29148	0	0	"Presidential"	0	0	1	38654	0.182	3	236	3.8654	0.068827
2018	"Stonewall"	1534	614	0.6415883	957	0	0	"Midterm/Gubernatorial"	0	1	0	52767	0.12	2	217	5.2767	0.001534
2013	"Crockett"	3747	193	0.0770459	2505	0	0	"Constitutional"	1	0	0	50475	0.111	1	53	5.0475	0.003747
2016	"Walker"	71877	19955	0.6136413	32519	0	0	"Presidential"	0	0	1	40090	0.195	3	236	4.009	0.071877
2010	"Upshur"	39309	9887	0.3748768	26374	0	0	"Midterm/Gubernatorial"	0	1	0	44403	0.151	2	230	4.4403	0.039309
2009	"Cottle"	1509	161	0.1359797	1184	0	0	"Constitutional"	1	0	0	32009	0.15	1	51	3.2009	0.001509
2013	"Matagorda"	36541	3189	0.1552051	20547	0	0	"Constitutional"	1	0	0	43096	0.145	1	158	4.3096	0.036541
2013	"Throckmorton"	1615	106	0.0826833	1282	0	0	"Constitutional"	1	0	0	39286	0.198	1	224	3.9286	0.001615
2015	"Franklin"	10793	788	0.1213989	6491	0	0	"Constitutional"	1	0	0	41537	0.181	1	80	4.1537	0.010793
2011	"Armstrong"	1935	92	0.0659498	1395	0	0	"Constitutional"	1	0	0	56538	0.252	1	6	5.6538	0.001935
2009	"Crane"	4333	199	0.0802096	2481	0	0	"Constitutional"	1	0	0	43185	0.108	1	52	4.3185	0.004333
2011	"Starr"	61804	150	0.0051433	29164	0	0	"Constitutional"	1	0	0	25598	0.096	1	214	2.5598	0.061804
2017	"Howard"	35533	1039	0.0624362	16641	0	0	"Constitutional"	1	0	0	52748	0.129	1	114	5.2748	0.035533
2016	"Morris"	12942	5026	0.5872868	8558	0	0	"Presidential"	0	0	1	37902	0.165	3	172	3.7902	0.012942
2015	"Hemphill"	4168	405	0.1754766	2308	0	0	"Constitutional"	1	0	0	62813	0.244	1	106	6.2813	0.004168
2018	"Trinity"	14549	5175	0.45176777	11455	0	0	"Midterm/Gubernatorial"	0	1	0	40610	0.11	2	228	4.061	0.014549
2010	"Bandera"	20485	6739	0.4638629	14528	0	0	"Midterm/Gubernatorial"	0	1	0	44352	0.24	2	10	4.4352	0.020485
2014	"San Augustine"	8689	2724	0.4417059	6167	0	0	"Midterm/Gubernatorial"	0	1	0	29293	0.1	2	203	2.9293	0.008689
2011	"Concho"	4138	335	0.2024169	1655	0	0	"Constitutional"	1	0	0	46528	0.122	1	48	4.6528	0.004138
2017	"Hill"	35876	776	0.0350972	22110	0	0	"Constitutional"	1	0	0	48042	0.164	1	109	4.8042	0.035876
2011	"Robertson"	17021	599	0.0548434	10922	0	0	"Constitutional"	1	0	0	38397	0.151	1	198	3.8397	0.017021
2012	"Montgomery"	482744	173133	0.6751009	256455	0	0	"Presidential"	0	0	1	66422	0.301	3	170	6.6422	0.482744
